,NUTS_ID,NUTS_NAME,NAME_LATN,GDP_VALUE,geometry,centroid_lon,centroid_lat,centroid_geometry,LISA_VALUE,LISA_sig,LISA_p_values,LISA_quadrant
225,PL72,Świętokrzyskie,Świętokrzyskie,12286.95652173913,"POLYGON ((5045154.001700001 3188348.0420999993, 5071278.9725 3171985.168299999, 5083989.482000001 3176344.4197000004, 5120020.447699999 3164376.0146999992, 5132344.8979 3170532.332699999, 5144126.7793000005 3173424.066400001, 5153176.590399999 3144480.5182000007, 5150685.4333999995 3128931.0856, 5130235.5986 3102548.9910000004, 5115170.2829 3087891.115599999, 5089303.5375 3076415.6544000003, 5080508.3136 3065872.6415999997, 5062096.198100001 3061628.7874999996, 5054695.324100001 3070973.3336999994, 5047628.4946 3090179.3122000005, 5042179.4418 3092434.2323000003, 5024412.8838 3091535.7601999994, 5016657.122300001 3097507.9903999995, 5013454.604900001 3110192.8168, 5004494.466600001 3114059.7521, 5008256.7107 3122484.4121000003, 5004869.150699999 3129485.9338000007, 5011861.2149 3148406.257200001, 5023356.678099999 3145975.1181000005, 5020054.683599999 3165293.3573000003, 5035145.1458 3174031.7014000006, 5045154.001700001 3188348.0420999993))",5077538.973378885,3128220.6552415066,POINT (5077538.973378885 3128220.6552415066),0.8288759335438313,Significant,0.005,3
226,PL81,Lubelskie,Lubelskie,11426.08695652174,"POLYGON ((5271129.0626 3219181.101500001, 5306269.181600001 3178366.9136999995, 5299531.895400001 3171095.7732999995, 5310641.809900001 3154761.5648999996, 5311200.143200001 3134477.9882999994, 5290695.900800001 3120858.3910000008, 5280978.566199999 3104580.3881, 5264262.6472 3117809.963199999, 5242226.461300001 3102209.0544000007, 5216330.566500001 3098695.6933999993, 5202878.445699999 3107453.0106000006, 5206113.0591 3117394.916099999, 5202773.5963 3128036.4794999994, 5181641.2926 3130416.7084999997, 5171557.5660999995 3147443.797700001, 5153176.590399999 3144480.5182000007, 5144126.7793000005 3173424.066400001, 5140016.343599999 3220512.806399999, 5121588.648800001 3231369.0087, 5137863.0814 3243043.2086999994, 5136949.841600001 3275988.1493999995, 5173476.861199999 3289348.3978000004, 5182546.7467 3286988.5270000007, 5184959.341 3295952.6908, 5201317.4286 3299810.8154000007, 5211233.6339 3322625.5721000005, 5214670.998199999 3322722.8641999997, 5251801.4943 3302954.3979, 5254211.611199999 3274838.2227999996, 5250779.504899999 3265919.6195, 5260075.682 3243410.1711, 5271129.0626 3219181.101500001))",5217138.056432172,3202544.8185749142,POINT (5217138.056432172 3202544.8185749142),0.9159425829794766,Significant,0.004,3
227,PL82,Podkarpackie,Podkarpackie,11608.695652173914,"POLYGON ((5216330.566500001 3098695.6933999993, 5242226.461300001 3102209.0544000007, 5264262.6472 3117809.963199999, 5280978.566199999 3104580.3881, 5233492.579700001 3019106.4867000002, 5244090.544399999 2982656.2486000005, 5253509.483899999 2965558.9383000005, 5234032.6688 2964367.443499999, 5195836.044399999 2972780.2731999997, 5179519.429300001 2987684.4146999996, 5144084.4395 2988537.182600001, 5135093.7357 3016662.6350999996, 5127204.3091 3024500.6137000006, 5132115.8138999995 3029218.397399999, 5130015.9154 3032463.0824999996, 5118635.1119 3045488.9082999993, 5115170.2829 3087891.115599999, 5130235.5986 3102548.9910000004, 5150685.4333999995 3128931.0856, 5153176.590399999 3144480.5182000007, 5171557.5660999995 3147443.797700001, 5181641.2926 3130416.7084999997, 5202773.5963 3128036.4794999994, 5206113.0591 3117394.916099999, 5202878.445699999 3107453.0106000006, 5216330.566500001 3098695.6933999993))",5190292.781132773,3055018.6138585946,POINT (5190292.781132773 3055018.6138585946),1.0448887999770573,Significant,0.001,3
228,PL84,Podlaskie,Podlaskie,12021.739130434782,"POLYGON ((5212596.743899999 3482699.7271, 5240901.7272 3431952.1481, 5250768.1742 3400147.626, 5254331.912900001 3377194.6339999996, 5228209.022 3354417.6114000008, 5214670.998199999 3322722.8641999997, 5211233.6339 3322625.5721000005, 5173606.4504 3328711.6433000006, 5156874.6832 3349413.6073000003, 5155161.669399999 3368424.9563999996, 5146591.799699999 3367203.2698, 5142513.005799999 3375582.9914999995, 5128091.809599999 3373013.1220999993, 5097458.6043 3406353.8847000003, 5088237.967499999 3436418.407400001, 5103762.7162 3437565.316400001, 5121212.2302 3449086.6767999995, 5153829.279200001 3482693.2179000005, 5154584.837099999 3497224.1615999993, 5133379.432600001 3525194.5746, 5147704.3763999995 3546424.1741000004, 5158264.859999999 3550977.0933999997, 5183759.5777 3540551.7379, 5197596.609200001 3528649.343699999, 5202339.4189 3510354.4520999994, 5212596.743899999 3482699.7271))",5178386.790461151,3426760.871024331,POINT (5178386.790461151 3426760.871024331),0.7357651300143758,Significant,0.026,3
230,PL92,Mazowiecki regionalny,Mazowiecki regionalny,13917.391304347826,"POLYGON ((5156874.6832 3349413.6073000003, 5173606.4504 3328711.6433000006, 5211233.6339 3322625.5721000005, 5201317.4286 3299810.8154000007, 5184959.341 3295952.6908, 5182546.7467 3286988.5270000007, 5173476.861199999 3289348.3978000004, 5136949.841600001 3275988.1493999995, 5137863.0814 3243043.2086999994, 5121588.648800001 3231369.0087, 5140016.343599999 3220512.806399999, 5144126.7793000005 3173424.066400001, 5132344.8979 3170532.332699999, 5120020.447699999 3164376.0146999992, 5083989.482000001 3176344.4197000004, 5071278.9725 3171985.168299999, 5045154.001700001 3188348.0420999993, 5047279.075999999 3204947.8484000005, 5039892.989499999 3217534.0304000005, 5037099.4704 3221210.7576, 5051695.507099999 3231598.9726, 5046571.437100001 3246082.0976, 5025500.5579 3255288.7432000004, 5018030.318 3272193.6975, 4996398.107100001 3289545.039999999, 4977930.870100001 3282775.296, 4951388.194 3294005.5461999997, 4960169.2238 3335401.556, 4953942.8813000005 3355720.1097, 4969568.7508000005 3360491.0853000004, 4966677.3486 3374481.325200001, 4971833.185799999 3382022.0867999997, 4978978.3336 3388229.9859999996, 5003739.284 3386054.3850999996, 5013803.0557 3394924.2564000003, 5030366.127 3403591.111300001, 5084278.8378 3435473.022500001, 5088237.967499999 3436418.407400001, 5097458.6043 3406353.8847000003, 5128091.809599999 3373013.1220999993, 5142513.005799999 3375582.9914999995, 5146591.799699999 3367203.2698, 5155161.669399999 3368424.9563999996, 5156874.6832 3349413.6073000003), (5027434.7677 3304014.5055, 5025941.524900001 3288351.9952000007, 5048488.6894000005 3259234.7851, 5091029.424000001 3258588.0281000007, 5093946.8235 3256241.1163, 5111043.5823 3276019.4047, 5130797.260399999 3274769.184699999, 5134587.2181 3286818.6779999994, 5131132.021299999 3300657.646400001, 5121585.5264 3306428.1950000003, 5112727.3266 3327170.412900001, 5103753.510500001 3334154.6294, 5093801.9311999995 3323870.064099999, 5071981.877599999 3329177.8824000005, 5059087.045600001 3327806.265900001, 5046881.2149 3334457.3347999994, 5027434.7677 3304014.5055))",5073044.797325504,3307537.34156744,POINT (5073044.797325504 3307537.34156744),0.5939832281154885,Significant,0.022,3
238,RO11,Nord-Vest,Nord-Vest,12486.95652173913,"POLYGON ((5322716.993799999 2853435.5439999998, 5327502.460100001 2858783.3211000003, 5376897.0057 2856398.2871000003, 5401567.803400001 2867316.7540000007, 5434196.9673 2848154.7302, 5441044.0144 2842535.0976, 5438078.484200001 2833904.871099999, 5448335.717800001 2826417.0654000007, 5455651.7653 2785164.8654999994, 5441677.052999999 2776717.0383, 5433831.265900001 2756790.9594, 5423664.3599 2754154.1876, 5414272.0568 2734249.8214999996, 5396830.4615 2735657.1108999997, 5391414.6906 2727023.5242, 5389799.6138 2691920.4398999996, 5362470.804400001 2686965.4996000007, 5342868.8083999995 2694370.8735000007, 5319160.959799999 2684614.3762999997, 5298663.6086 2690837.1088999994, 5290473.9715 2683070.9672, 5291415.3927 2671162.720899999, 5272807.26 2667347.770199999, 5240353.1952 2688971.495100001, 5193727.933599999 2682800.758199999, 5203937.8378 2726154.8417000007, 5224077.5998 2771777.0878999997, 5223868.521299999 2785747.5086000003, 5229004.0033 2795171.6274999995, 5232859.490499999 2796039.1740000006, 5234702.0461 2803933.776900001, 5250620.376800001 2820323.3676999994, 5265326.113600001 2823592.646400001, 5279162.0724 2843993.0884000007, 5297958.022700001 2864947.1688, 5322716.993799999 2853435.5439999998))",5326209.088216143,2769806.791186819,POINT (5326209.088216143 2769806.791186819),1.0963220577697794,Significant,0.001,3
239,RO12,Centru,Centru,13130.434782608696,"POLYGON ((5500966.635299999 2789635.9683999997, 5511404.6318 2780340.1393999998, 5521778.584899999 2751564.6317999996, 5533240.767200001 2751698.9384000003, 5543388.0034 2723232.8472000007, 5561833.9277 2715426.1400000006, 5565220.155099999 2707331.1367000006, 5583340.0426 2687720.0648, 5585248.367900001 2661149.0448000003, 5582517.4166 2639543.967599999, 5569157.477399999 2624923.741699999, 5567826.614700001 2623431.0766000003, 5521937.114600001 2606182.0187, 5513231.5463 2597496.3298000004, 5492605.998500001 2615405.01, 5459801.4957 2611870.852, 5447923.6413 2606828.6898999996, 5386811.028100001 2585566.4595999997, 5379095.205 2581494.9672999997, 5364113.984999999 2593586.7501999997, 5342006.4835 2633934.0890999995, 5329883.6171 2639455.8835000005, 5324746.3543 2652974.3161999993, 5310818.2444 2664894.0073000006, 5297873.818700001 2666114.99, 5291415.3927 2671162.720899999, 5290473.9715 2683070.9672, 5298663.6086 2690837.1088999994, 5319160.959799999 2684614.3762999997, 5342868.8083999995 2694370.8735000007, 5362470.804400001 2686965.4996000007, 5389799.6138 2691920.4398999996, 5391414.6906 2727023.5242, 5396830.4615 2735657.1108999997, 5414272.0568 2734249.8214999996, 5423664.3599 2754154.1876, 5433831.265900001 2756790.9594, 5441677.052999999 2776717.0383, 5455651.7653 2785164.8654999994, 5470087.4639 2783779.8378999997, 5479505.286900001 2794320.9684999995, 5500966.635299999 2789635.9683999997))",5456864.964571546,2678031.673558128,POINT (5456864.964571546 2678031.673558128),0.9873092472816914,Significant,0.001,3
240,RO21,Nord-Est,Nord-Est,8626.08695652174,"POLYGON ((5616141.5503 2872864.2773, 5661531.895400001 2829694.1755999997, 5682136.6063 2818669.2273999993, 5688359.5791 2804383.0753000006, 5703453.3429000005 2782650.8893, 5708496.7158 2762232.4757000003, 5705728.645500001 2741694.967599999, 5707440.4903 2725187.3452000003, 5669604.6576000005 2719208.3651, 5668392.071599999 2705535.7871000003, 5660770.499500001 2717353.6224000007, 5659515.1099 2719296.5985000003, 5642945.521199999 2719137.0788000003, 5619186.6546 2700345.3741999995, 5583340.0426 2687720.0648, 5565220.155099999 2707331.1367000006, 5561833.9277 2715426.1400000006, 5543388.0034 2723232.8472000007, 5533240.767200001 2751698.9384000003, 5521778.584899999 2751564.6317999996, 5511404.6318 2780340.1393999998, 5500966.635299999 2789635.9683999997, 5479505.286900001 2794320.9684999995, 5470087.4639 2783779.8378999997, 5455651.7653 2785164.8654999994, 5448335.717800001 2826417.0654000007, 5438078.484200001 2833904.871099999, 5441044.0144 2842535.0976, 5434196.9673 2848154.7302, 5444228.764799999 2852412.3014, 5455258.3519 2872771.8545999993, 5498176.4164 2888325.2852, 5512616.740900001 2893427.4849999994, 5519453.929300001 2899438.8430000003, 5526009.1371 2919910.1137000006, 5544403.6996 2932763.283, 5557465.8324 2934109.2597000003, 5575873.2268 2924198.4941000007, 5590929.8707 2908190.9103999995, 5609328.2245000005 2877334.6503999997, 5616141.5503 2872864.2773))",5576878.106726337,2807235.802623327,POINT (5576878.106726337 2807235.802623327),1.4718221760640682,Significant,0.001,3
241,RO22,Sud-Est,Sud-Est,11439.130434782608,"POLYGON ((5660770.499500001 2717353.6224000007, 5668392.071599999 2705535.7871000003, 5669604.6576000005 2719208.3651, 5707440.4903 2725187.3452000003, 5721961.2587 2680431.7573000006, 5720319.646299999 2669669.6788999997, 5731142.557600001 2657535.0019000005, 5750249.057600001 2644158.0547, 5777427.8937 2644248.5988999996, 5824437.963400001 2677269.719900001, 5840314.8007 2672358.016899999, 5848989.4395 2658978.6268000007, 5853637.1533 2618860.2180000003, 5822168.009199999 2601529.7885, 5811317.4219 2587520.1794000007, 5794162.108100001 2540521.6196, 5803509.146500001 2505904.2476000004, 5803878.310699999 2477397.2667999994, 5775403.5429 2473243.4408, 5757050.6129 2477686.3214, 5746239.8846 2491716.9685999993, 5728800.2762 2487225.7224000003, 5704520.3551 2485386.0068999995, 5692416.938200001 2494414.3203999996, 5739755.6247000005 2520915.0668, 5744994.5293000005 2531629.0986, 5747777.7433 2545565.0178999994, 5723872.881899999 2574903.4060999993, 5717780.3573 2578044.3148, 5671239.263800001 2564968.395300001, 5623585.9822 2561911.0876, 5604291.048699999 2593750.7694000006, 5588156.524700001 2596206.091600001, 5567826.614700001 2623431.0766000003, 5569157.477399999 2624923.741699999, 5582517.4166 2639543.967599999, 5585248.367900001 2661149.0448000003, 5583340.0426 2687720.0648, 5619186.6546 2700345.3741999995, 5642945.521199999 2719137.0788000003, 5659515.1099 2719296.5985000003, 5660770.499500001 2717353.6224000007))",5710810.474451054,2612981.8208383936,POINT (5710810.474451054 2612981.8208383936),1.1464663859383297,Significant,0.001,3
242,RO31,Sud-Muntenia,Sud-Muntenia,10913.04347826087,"POLYGON ((5513231.5463 2597496.3298000004, 5521937.114600001 2606182.0187, 5567826.614700001 2623431.0766000003, 5588156.524700001 2596206.091600001, 5604291.048699999 2593750.7694000006, 5623585.9822 2561911.0876, 5671239.263800001 2564968.395300001, 5717780.3573 2578044.3148, 5723872.881899999 2574903.4060999993, 5747777.7433 2545565.0178999994, 5744994.5293000005 2531629.0986, 5739755.6247000005 2520915.0668, 5692416.938200001 2494414.3203999996, 5667050.032299999 2489841.6778999995, 5625117.978399999 2468918.4036, 5623303.4111 2468347.4583, 5606154.0594 2456523.3407000005, 5592233.5943 2434876.496099999, 5577228.5008000005 2418572.3232000005, 5568140.8038 2411494.9099000003, 5548282.5320999995 2408758.8222000003, 5496185.8872 2405891.3795999996, 5499958.316400001 2414743.9527000003, 5487785.406400001 2434939.5803999994, 5502578.037799999 2449533.3859, 5498136.5221 2462349.8048, 5500624.645 2481498.7249, 5490635.1489 2482936.9713000003, 5477627.218699999 2515380.5996000003, 5464097.506999999 2526639.9037999995, 5456421.4792 2525143.9824, 5458189.9068 2530133.5068999995, 5447923.6413 2606828.6898999996, 5459801.4957 2611870.852, 5492605.998500001 2615405.01, 5513231.5463 2597496.3298000004), (5609779.0754 2494714.0913999993, 5616721.293 2522105.0481000002, 5602218.0033 2547044.1008, 5577969.187999999 2535030.0326000005, 5575967.5559 2514837.149700001, 5582293.7863 2493606.9650999997, 5599328.6335 2488340.0281000007, 5609779.0754 2494714.0913999993))",5574068.356530068,2522967.44017807,POINT (5574068.356530068 2522967.44017807),1.1638160834090352,Significant,0.001,3
244,RO41,Sud-Vest Oltenia,Sud-Vest Oltenia,10400.0,"POLYGON ((5500624.645 2481498.7249, 5498136.5221 2462349.8048, 5502578.037799999 2449533.3859, 5487785.406400001 2434939.5803999994, 5499958.316400001 2414743.9527000003, 5496185.8872 2405891.3795999996, 5481835.7851 2406211.7369999997, 5470511.1852 2397911.185900001, 5453726.007200001 2394931.2346, 5413836.1129 2397732.036699999, 5395245.6313000005 2400968.3567999993, 5363358.685799999 2390534.4637, 5351090.4208 2396045.312000001, 5352264.385199999 2407471.5001, 5361155.271 2416522.5649999995, 5355670.479599999 2421937.2738000005, 5330611.946599999 2430822.4794999994, 5311029.5558 2453740.1525, 5319874.8794 2464752.3554999996, 5329265.8683 2466603.3378, 5326221.622400001 2472728.558599999, 5301990.9891 2479811.3982999995, 5284281.916099999 2453294.1602, 5272190.4103 2464260.9650999997, 5281767.9747 2467190.2421000004, 5283922.019300001 2488717.602499999, 5299585.0656 2488212.2127, 5304038.1884 2501889.5424000006, 5304318.9967 2512991.0770999994, 5313280.033299999 2528481.4716999996, 5306624.357000001 2533525.2709, 5312889.7059 2545312.1766999997, 5380904.3224 2568211.0632000007, 5379095.205 2581494.9672999997, 5386811.028100001 2585566.4595999997, 5447923.6413 2606828.6898999996, 5458189.9068 2530133.5068999995, 5456421.4792 2525143.9824, 5464097.506999999 2526639.9037999995, 5477627.218699999 2515380.5996000003, 5490635.1489 2482936.9713000003, 5500624.645 2481498.7249))",5401765.889366123,2486579.338890679,POINT (5401765.889366123 2486579.338890679),1.3306045826082604,Significant,0.001,3
245,RO42,Vest,Vest,14473.91304347826,"POLYGON ((5291415.3927 2671162.720899999, 5297873.818700001 2666114.99, 5310818.2444 2664894.0073000006, 5324746.3543 2652974.3161999993, 5329883.6171 2639455.8835000005, 5342006.4835 2633934.0890999995, 5364113.984999999 2593586.7501999997, 5379095.205 2581494.9672999997, 5380904.3224 2568211.0632000007, 5312889.7059 2545312.1766999997, 5306624.357000001 2533525.2709, 5313280.033299999 2528481.4716999996, 5304318.9967 2512991.0770999994, 5304038.1884 2501889.5424000006, 5299585.0656 2488212.2127, 5283922.019300001 2488717.602499999, 5281767.9747 2467190.2421000004, 5272190.4103 2464260.9650999997, 5271841.4077 2464554.9574999996, 5242701.9506 2467342.305299999, 5234941.5702 2475460.1675000004, 5217048.233999999 2480557.5320999995, 5230744.7071 2489955.8642999995, 5217892.336100001 2500882.107999999, 5223401.1866 2516203.616800001, 5220467.4044 2522847.3762999997, 5182474.6197 2531852.3934000004, 5164511.1675 2547949.0156999994, 5159887.674000001 2576711.9013, 5147917.9965 2579517.2293, 5112369.7859000005 2611777.776900001, 5145578.1417 2620383.8599999994, 5149175.4487 2633827.471999999, 5169434.151000001 2634028.9886000007, 5177950.009199999 2642042.2859000005, 5186387.257999999 2656902.1995, 5185074.5393 2675563.841600001, 5193727.933599999 2682800.758199999, 5240353.1952 2688971.495100001, 5272807.26 2667347.770199999, 5291415.3927 2671162.720899999))",5251402.288400358,2586670.508613262,POINT (5251402.288400358 2586670.508613262),0.9243061208771349,Significant,0.001,3
246,RS11,Београдски регион,City of Belgrade,16465.217391304348,"POLYGON ((5177374.6877 2456218.573000001, 5174922.5493 2444257.9613000005, 5180629.624299999 2435700.0890999995, 5176723.990499999 2428252.7788999993, 5179560.6371 2419360.783, 5154516.817600001 2427360.513800001, 5149476.993000001 2413549.249500001, 5138423.6724 2410836.3102, 5131245.048699999 2432592.0194000006, 5113220.33 2439111.0407, 5112074.074999999 2445302.2935000006, 5120248.1272 2455481.7939999998, 5133172.7486000005 2496641.7514999993, 5139287.580399999 2498593.7947000004, 5157881.460200001 2479036.6711999997, 5163966.2415 2462962.7661000006, 5177374.6877 2456218.573000001))",5146473.742398865,2451622.270511292,POINT (5146473.742398865 2451622.270511292),0.8018853532154366,Significant,0.001,3
247,RS12,Регион Војводине,Autonomous Province of Vojvodina,9847.826086956522,"POLYGON ((5112369.7859000005 2611777.776900001, 5147917.9965 2579517.2293, 5159887.674000001 2576711.9013, 5164511.1675 2547949.0156999994, 5182474.6197 2531852.3934000004, 5220467.4044 2522847.3762999997, 5223401.1866 2516203.616800001, 5217892.336100001 2500882.107999999, 5230744.7071 2489955.8642999995, 5217048.233999999 2480557.5320999995, 5193547.4253 2465374.5090999994, 5177374.6877 2456218.573000001, 5163966.2415 2462962.7661000006, 5157881.460200001 2479036.6711999997, 5139287.580399999 2498593.7947000004, 5133172.7486000005 2496641.7514999993, 5120248.1272 2455481.7939999998, 5112074.074999999 2445302.2935000006, 5089944.453600001 2456638.6159000006, 5089719.279999999 2469668.2646999992, 5084196.103 2473149.2606000006, 5065628.689200001 2470764.2431000005, 5058853.6995 2465999.955499999, 5033462.4998 2459084.4516000003, 5031418.726399999 2462300.3444999997, 5040654.977600001 2470932.8562000003, 5036858.210899999 2490665.5537, 5060947.4131000005 2497458.0582999997, 5057460.896400001 2503939.1153999995, 5036431.8465 2508356.4459000006, 5024775.084899999 2517441.6346000005, 5024761.136399999 2522836.0852000006, 5026320.3224 2528866.5682999995, 5028318.304300001 2532985.3608999997, 5016505.000399999 2538121.2359999996, 5017802.5362 2546871.2656999994, 5009623.0449 2575455.7397000007, 5020111.755000001 2578739.2555, 5025668.993100001 2588163.2353000008, 5040491.776900001 2587133.3753999993, 5058764.7513999995 2609142.2958000004, 5068153.706700001 2612699.3713000007, 5081487.072000001 2610251.4306000005, 5109136.636299999 2611882.4968, 5112369.7859000005 2611777.776900001))",5109168.66726211,2529823.9695180906,POINT (5109168.66726211 2529823.9695180906),1.3365428295988877,Significant,0.001,3
248,RS21,Регион Шумадије и Западне Србије,Region Šumadije i Zapadne Srbije,6765.217391304348,"POLYGON ((5149476.993000001 2413549.249500001, 5154516.817600001 2427360.513800001, 5179560.6371 2419360.783, 5209011.470899999 2411110.758199999, 5208481.912900001 2422354.304199999, 5265525.2761 2405053.3377, 5263139.6052 2398311.8948, 5256716.361099999 2374019.2673000004, 5243306.908299999 2366013.2996999994, 5254147.459100001 2339102.0851000007, 5254859.958699999 2330850.517000001, 5249688.4289 2323506.482999999, 5233194.4197 2320967.384299999, 5212913.5649 2303672.5593, 5208552.1359 2291175.2666999996, 5198294.206 2303847.0112999994, 5183436.7475000005 2293641.2629000004, 5188434.1832 2276812.397500001, 5178888.020199999 2265900.3662, 5178268.7937 2255358.3497, 5166993.0154 2250206.426000001, 5163926.8171 2257782.8344, 5154804.1558 2261621.0183000006, 5141136.5436 2266081.0558, 5106789.8215 2282470.6163, 5066457.268100001 2314658.2445, 5087025.984999999 2329319.310900001, 5084814.0359000005 2339485.526799999, 5068077.4021000005 2360532.8781000003, 5086884.0699000005 2369347.2421000004, 5080833.128900001 2380379.4864000008, 5048684.3334 2407043.7739000004, 5048283.178300001 2422328.2622999996, 5058853.6995 2465999.955499999, 5065628.689200001 2470764.2431000005, 5084196.103 2473149.2606000006, 5089719.279999999 2469668.2646999992, 5089944.453600001 2456638.6159000006, 5112074.074999999 2445302.2935000006, 5113220.33 2439111.0407, 5131245.048699999 2432592.0194000006, 5138423.6724 2410836.3102, 5149476.993000001 2413549.249500001))",5150242.71709451,2362448.7975575253,POINT (5150242.71709451 2362448.7975575253),2.0067561897167305,Significant,0.001,3
249,RS22,Регион Јужне и Источне Србије,Region Južne i Istočne Srbije,6119.047619047619,"POLYGON ((5272190.4103 2464260.9650999997, 5284281.916099999 2453294.1602, 5301990.9891 2479811.3982999995, 5326221.622400001 2472728.558599999, 5329265.8683 2466603.3378, 5319874.8794 2464752.3554999996, 5311029.5558 2453740.1525, 5330611.946599999 2430822.4794999994, 5328203.816199999 2415146.2315999996, 5322636.3971 2410288.7277000006, 5314392.8145 2402041.1996, 5314029.3958 2379878.855799999, 5330564.470000001 2351507.882200001, 5344289.3862 2341572.718800001, 5351004.2761 2340906.9679000005, 5375157.8499 2323275.2777999993, 5359818.047800001 2286468.8461000007, 5341408.2982 2280944.8636000007, 5336280.7314 2275236.1873000003, 5340814.5933 2256088.8045000006, 5341512.684699999 2254393.3121000007, 5349770.837400001 2234373.2401, 5346122.337300001 2229059.9241000004, 5338319.639799999 2217739.3945000004, 5329282.411900001 2220544.4876000006, 5276030.969699999 2202300.501599999, 5271154.733200001 2211379.3431, 5274070.894400001 2217418.091600001, 5283071.5485 2236159.9953000005, 5282809.6899999995 2244841.655099999, 5282575.4122 2252504.2894, 5256364.351600001 2254377.7040999997, 5254073.8344 2267297.9202999994, 5241170.078299999 2269357.5184000004, 5225434.392200001 2288423.6799999997, 5208552.1359 2291175.2666999996, 5212913.5649 2303672.5593, 5233194.4197 2320967.384299999, 5249688.4289 2323506.482999999, 5254859.958699999 2330850.517000001, 5254147.459100001 2339102.0851000007, 5243306.908299999 2366013.2996999994, 5256716.361099999 2374019.2673000004, 5263139.6052 2398311.8948, 5265525.2761 2405053.3377, 5208481.912900001 2422354.304199999, 5209011.470899999 2411110.758199999, 5179560.6371 2419360.783, 5176723.990499999 2428252.7788999993, 5180629.624299999 2435700.0890999995, 5174922.5493 2444257.9613000005, 5177374.6877 2456218.573000001, 5193547.4253 2465374.5090999994, 5217048.233999999 2480557.5320999995, 5234941.5702 2475460.1675000004, 5242701.9506 2467342.305299999, 5271841.4077 2464554.9574999996, 5272190.4103 2464260.9650999997))",5282422.399050948,2350052.62540726,POINT (5282422.399050948 2350052.62540726),2.111884575147022,Significant,0.001,3
262,SK03,Stredné Slovensko,Stredné Slovensko,14382.608695652174,"POLYGON ((5038951.0986 2947340.4475, 5050449.8662 2936390.3015, 5051147.4816 2915667.0638999995, 5071614.842499999 2914749.0692999996, 5070454.0013 2897406.854699999, 5083091.2818 2873987.6763000004, 5092186.1017 2871555.9102999996, 5082831.786800001 2850278.5398999993, 5066406.101399999 2834643.9049999993, 5056502.7238 2830801.1158000007, 5033140.0437 2837783.9946999997, 5023066.9059 2821362.9685999993, 4991117.540200001 2814757.4297, 4991890.782199999 2825123.758300001, 4977233.977299999 2825141.7105, 4974691.797800001 2840000.4858999997, 4968804.694700001 2847258.4180999994, 4955405.502699999 2842586.9625000004, 4945647.1998 2862094.8418000005, 4968582.875600001 2886703.6557, 4954822.5098 2907312.8554999996, 4944145.2041 2908030.8588999994, 4946840.378900001 2916131.4941000007, 4944138.542099999 2927406.099199999, 4924768.599400001 2945551.253799999, 4929608.184 2955255.7161, 4940703.6657 2967801.706599999, 4960290.233100001 2972378.4113999996, 4966713.063999999 2971428.8024000004, 4972067.938200001 2961796.4891999997, 4984043.384400001 2964241.099300001, 5003133.9341 2988592.054199999, 5019683.154200001 2967925.1756999996, 5028962.2159 2966588.467, 5031565.558499999 2948045.7782000005, 5038951.0986 2947340.4475))",5007052.583718082,2897232.5916941105,POINT (5007052.583718082 2897232.5916941105),0.47869425296209855,Significant,0.042,3
263,SK04,Východné Slovensko,Východné Slovensko,12673.91304347826,"POLYGON ((5234032.6688 2964367.443499999, 5224941.452400001 2937247.0222999994, 5224114.4387 2918169.0678000003, 5214778.3639 2902411.9235999994, 5216710.2202 2884027.4801000003, 5214660.069499999 2880853.8320000004, 5187795.3454 2873616.8446999993, 5175139.635199999 2887540.1904000007, 5160506.845000001 2894264.901900001, 5139860.5627999995 2883239.851500001, 5113251.3225 2886940.450200001, 5096670.961200001 2880330.4462, 5092186.1017 2871555.9102999996, 5083091.2818 2873987.6763000004, 5070454.0013 2897406.854699999, 5071614.842499999 2914749.0692999996, 5051147.4816 2915667.0638999995, 5050449.8662 2936390.3015, 5038951.0986 2947340.4475, 5053038.0897 2948601.2980000004, 5057941.907500001 2963557.7283999994, 5074314.2852 2974833.6470999997, 5085356.475400001 2974176.5219, 5088278.376800001 2978299.3541, 5113089.079399999 2970105.7928, 5124653.614600001 2983613.4823000003, 5144084.4395 2988537.182600001, 5179519.429300001 2987684.4146999996, 5195836.044399999 2972780.2731999997, 5234032.6688 2964367.443499999))",5141578.067358598,2932479.068050443,POINT (5141578.067358598 2932479.068050443),0.9521649047592903,Significant,0.001,3
